"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"sito";0,731;0,278;0,184;0,315;0,731;0,268;0,315
"sedia";0,349;0,254;0,184;0,156;0,731;0,268;0,836
"ritardo";0,349;0,278;0,298;0,836;0,731;0,978;0,836
"ricordo";0,105;0,254;0,885;0,315;0,731;0,978;0,836
"raviolo";0,173;0,216;0,03;0,971;0,862;0,23;0,275
"pubblico";0,052;0,859;0,101;0,361;0,395;0,314;0,361
"prosciutto";0,105;0,978;0,298;0,315;0,349;0,022;0,315
"presenza";0,586;0,3;0,729;0,083;0,395;0,314;0,683
"preciso";0,395;0,164;0,003;0,361;0,395;0,314;0,361
"oliva";0,449;0,356;0,551;0,415;0,426;0,063;0,415
"naturale";0,586;0,859;0,729;0,683;0,395;0,817;0,361
"messicano";0,513;0,449;0,468;0,007;0,513;0,44;0,483
"mesa|mese";0,395;0,3;0,101;0,361;0,586;0,142;0,361
"mattina|mattino";0,426;0,356;0,4;0,415;0,449;0,63;0,033
"margherita";0,862;0,216;0,259;0,275;0,31;0;0,971
"mare";0;0,216;0,259;0,275;0,173;0,23;0,275
"latino";0,513;0,449;0,354;0,321;0,513;0,44;0,483
"informale";0,052;0,3;0,345;0,083;0,395;0,817;0,361
"grado";0,449;0,668;0,551;0,51;0,449;0,37;0,51
"gestione";0,349;0,254;0,885;0,836;0,731;0,978;0,156
"generoso";0,862;0,405;0,979;0,971;0,862;0,884;0,275
"gambero";0,019;0,356;0,551;0,415;0,426;0,37;0,415
"fratello";0,862;0,405;0,979;0,244;0,31;0,884;0,275
"foto";0,395;0,859;0,345;0,361;0,586;0,817;0,083
"fisso";0,349;0,254;0,885;0;0,731;0,268;0,315
"filetto";0,395;0,3;0,345;0,361;0,586;0;0,361
"fermo";0,731;0,278;0,184;0,315;0,349;0,268;0,836
"elevato";0,731;0,978;0,298;0,836;0,731;0,978;0,836
"coccio";0,513;0,426;0,468;0,007;0,257;0,44;0,483
"centro";0,349;0,978;0,885;0,156;0,349;0,978;0,836
"cece";0,586;0,859;0,345;0,083;0,395;0,314;0,683
"caro";0,052;0,3;0,729;0,083;0,395;0,314;0,361
"breve";0,449;0,075;0,4;0,51;0,449;0,63;0,415
"assurdo";0,862;0,216;0,03;0,275;0,173;0,23;0,971
"abbacchio";0;0,216;0,259;0,275;0,862;0,23;0,275
"versione";0,449;0,668;0,042;0,415;0,449;0,63;0,415
"temperatura";0,586;0,3;0,729;0,683;0,586;0,314;0,683
"tavola|tavolo";0,513;0,426;0,354;0,321;0,513;0,417;0,483
"sublime";0,052;0,3;0,345;0,361;0,395;0,817;0,083
"stomaco";0,395;0,859;0,729;0,683;0,395;0,817;0,683
"spettacolo";0,586;0,3;0,729;0,683;0,586;0,817;0,361
"sorriso";0,586;0,859;0,729;0,683;0,395;0,817;0,361
"siciliano";0,257;0,426;0,468;0,483;0,257;0,44;0,321
"scorso";0,349;0,978;0,298;0,836;0,349;0,245;0,156
"scontrino";0,513;0,426;0,354;0,483;0,257;0,44;0,321
"programma";0,449;0,668;0,042;0,51;0,449;0,37;0,415
"porta";0,004;0,978;0,298;0,315;0,349;0,268;0,156
"popolare";0,395;0,859;0,345;0,083;0,586;0,817;0,361
"pesante";0,395;0,3;0,729;0,361;0,052;0,817;0,683
"pasticcino";0,449;0,356;0,4;0,415;0,449;0,37;0
"passeggiata";0,395;0,164;0,345;0,361;0,395;0,817;0,083
"parmigiano";0,449;0,668;0,551;0,415;0,449;0,063;0,415
"parecchio";0,349;0,278;0,184;0,836;0,349;0,978;0,315
"ordinazione";0,449;0,356;0,042;0,415;0,426;0,63;0,415
"morbido";0,019;0,668;0,4;0,415;0,449;0,63;0,415
"momento";0,731;0,028;0,298;0,315;0,731;0,978;0,315
"minimo";0,731;0,254;0,012;0,315;0,731;0,268;0,836
"marito";0,449;0,356;0,4;0,415;0,449;0,063;0,033
"luce";0,001;0,3;0,101;0,361;0,395;0,314;0,361
"linea";0,395;0,3;0,101;0,361;0,586;0,142;0,361
"insapore|insaporo";0,586;0,3;0,345;0,683;0,586;0,314;0,083
"ingresso";0,395;0,859;0,101;0,083;0,395;0,314;0,361
"impressione";0,426;0,668;0,4;0,033;0,449;0,37;0,415
"importante";0,426;0,356;0,551;0,415;0,019;0,37;0,415
"gastronomia";0,395;0,859;0,345;0,683;0,395;0,142;0,683
"favore";0,731;0,254;0;0,315;0,349;0,978;0,315
"fantasia";0,001;0,859;0,729;0,361;0,395;0,314;0,361
"entrata";0,395;0,3;0,345;0,683;0,052;0,314;0,083
"disposizione";0,731;0,278;0,885;0,315;0,731;0,978;0,315
"dimensione";0,395;0,3;0,729;0,683;0,395;0,007;0,361
"dettaglio";0,052;0,3;0,729;0,361;0,395;0,314;0,083
"crostata";0,052;0,3;0,345;0,361;0,586;0,817;0,683
"crocchetta";0,449;0,668;0,4;0,51;0,426;0,63;0,415
"cotto";0,105;0,254;0,885;0,156;0,349;0,978;0,315
"corso";0,513;0,426;0,468;0,321;0,257;0,417;0,483
"conferma";0,004;0,254;0,184;0,315;0,731;0,268;0,315
"cinema";0,449;0,668;0,042;0,415;0,449;0,63;0,415
"chef";0,004;0,254;0,298;0,836;0,105;0,268;0,315
"arredo";0,349;0,254;0,184;0,156;0,105;0,268;0,315
"arredamento";0,349;0,978;0,184;0,156;0,731;0,268;0,315
"aperto";0,731;0,978;0,298;0,315;0,731;0,978;0,156
"americano";0,395;0,859;0,003;0,683;0,395;0,314;0,361
"alternativo";0,731;0,978;0,885;0,315;0,349;0,245;0,836
"accettabile";0,449;0,668;0,042;0,415;0,449;0,37;0,51
"zabaione";0,586;0,3;0,729;0,361;0,395;0,314;0,002
"venerdì";0,586;0,859;0,003;0,361;0,395;0,314;0,361
"trattato";0,449;0,356;0,042;0,415;0,426;0,37;0,51
"tipicamente";0,426;0,356;0,4;0,415;0,019;0,37;0,51
"tiepido";0,426;0,356;0,042;0,51;0,449;0,37;0,415
"testa";0,052;0,3;0,345;0,683;0,395;0,142;0,361
"tavolino";0,513;0,449;0,01;0,483;0,513;0,44;0,483
"tardo";0,449;0,356;0,042;0,415;0,426;0,63;0,415
"superbo";0,426;0,356;0,4;0,415;0,426;0,63;0,51
"sufficiente";0,426;0,356;0,551;0,415;0,426;0,37;0,51
"storia";0,586;0,3;0,345;0,683;0,052;0,314;0,683
"spiegazione";0,513;0,449;0,01;0,483;0,513;0,44;0,483
"spazioso";0,449;0,668;0,551;0,415;0,426;0,37;0,51
"spartano";0,052;0,859;0,345;0,361;0,052;0,314;0,361
"selezione";0,586;0,859;0,345;0,683;0,395;0,817;0,683
"sbaglio";0,395;0,859;0,101;0,361;0,586;0,314;0,683
"sano";0,426;0,075;0,4;0,51;0,449;0,37;0,415
"sala|sale";0,395;0,3;0,101;0,361;0,001;0,314;0,361
"risultato";0,586;0,3;0,101;0,361;0,586;0,314;0,683
"ristorazione";0,052;0,859;0,729;0,361;0,586;0,314;0,361
"ricetta";0,426;0,356;0,4;0,033;0,449;0,63;0,415
"realtà";0,449;0,356;0,042;0,415;0,449;0,063;0,415
"radicchio";0,586;0,3;0,345;0,361;0,001;0,314;0,683
"presentazione";0,449;0,356;0,551;0,033;0,426;0,37;0,415
"precedente";0,449;0,356;0,551;0,51;0,426;0,37;0,51
"pomeriggio";0,395;0,859;0,729;0,683;0,395;0,314;0,083
"plastica";0,426;0,668;0,4;0,51;0,426;0,37;0,415
"piede";0,586;0,859;0,729;0,361;0,395;0,817;0,683
"perfettamente";0,395;0,164;0,345;0,361;0,586;0,817;0,683
"pazzesco";0,052;0,859;0,345;0,083;0,395;0,314;0,361
"parere";0,257;0,426;0,354;0,321;0,513;0,44;0,483
"parcheggio";0,395;0,3;0,003;0,083;0,395;0,314;0,361
"paio";0,426;0,668;0,4;0,415;0,426;0,63;0,415
"orario";0,513;0,021;0,354;0,483;0,513;0,44;0,483
"negozio";0,395;0,859;0,345;0,683;0,395;0,007;0,361
"musicista";0,513;0,426;0,354;0,007;0,513;0,44;0,483
"metro";0,449;0,356;0,042;0,415;0,426;0,63;0,415
"mattatoio";0,426;0,356;0,4;0,51;0,019;0,37;0,415
"mano";0,513;0,426;0,468;0,321;0,257;0,417;0,483
"maleducato";0,426;0,356;0,551;0,415;0,449;0,37;0,033
"limone";0,426;0,668;0,4;0,51;0,449;0,37;0,51
"lavoratore";0,449;0,668;0,4;0,415;0,449;0,063;0,51
"impossibile";0,586;0,3;0,729;0,083;0,395;0,817;0,361
"gratis";0,449;0,668;0,551;0,415;0,449;0,37;0,033
"fetta";0,513;0,426;0,354;0,483;0,257;0,44;0,321
"felice";0,426;0,668;0,4;0,415;0,449;0,63;0,51
"favoloso";0,586;0,859;0,345;0,361;0,395;0,142;0,683
"disponibilità";0,513;0,426;0,01;0,321;0,513;0,44;0,483
"dessert";0,019;0,356;0,4;0,51;0,426;0,37;0,415
"cotoletta";0,426;0,356;0,551;0,415;0,426;0,37;0,51
"contenuto";0,426;0,356;0,4;0,415;0,426;0,63;0,51
"comune";0,513;0,449;0,468;0,321;0,513;0,44;0,321
"colore";0,449;0,356;0,551;0,51;0,449;0,37;0,033
"cipolla";0,513;0,449;0,468;0,483;0,257;0,417;0,483
"centrifugo";0,449;0,075;0,4;0,51;0,449;0,37;0,51
"cattivo";0,426;0,356;0,4;0,033;0,449;0,37;0,51
"bufalo";0,586;0,859;0,345;0,361;0,586;0,142;0,361
"bisogno";0,052;0,859;0,345;0,361;0,395;0,817;0,683
"banale";0,586;0,859;0,729;0,683;0,395;0,314;0,683
"appetito";0,586;0,3;0,729;0,683;0,586;0,817;0,361
"antico";0,586;0,859;0,729;0,361;0,395;0,817;0,683
"altissimo";0,257;0,426;0,468;0,321;0,257;0,44;0,483
"agio";0,449;0,668;0,4;0,033;0,449;0,63;0,415
"affettato";0,257;0,021;0,468;0,483;0,513;0,44;0,483
"adatto";0,449;0,356;0,042;0,51;0,426;0,37;0,415
"acquisto";0,449;0,668;0,4;0,415;0,449;0,37;0
"visciola";0,257;0,426;0,468;0,483;0,257;0,44;0,321
"vicinanza";0,513;0,449;0,468;0,483;0,513;0,417;0,321
"viaggio";0,426;0,075;0,4;0,415;0,426;0,37;0,415
"velocità";0,449;0,668;0,042;0,415;0,426;0,37;0,415
"velocemente";0,257;0,426;0,468;0,321;0,513;0,44;0,321
"valido";0,513;0,449;0,354;0,321;0,513;0,44;0,483
"titolo";0,257;0,449;0,468;0,321;0,513;0,44;0,483
"terzo";0,513;0,426;0,01;0,483;0,257;0,44;0,483
"telefono";0,449;0,668;0,4;0,415;0;0,37;0,415
"supermercato";0,257;0,021;0,468;0,483;0,513;0,44;0,483
"suggerimento";0,257;0,449;0,468;0,483;0,513;0,417;0,483
"struttura";0,426;0,356;0,4;0,033;0,449;0,63;0,415
"stazione";0,513;0,426;0,354;0,483;0,257;0,44;0,321
"sporco";0,513;0,426;0,354;0,483;0,257;0,44;0,321
"sottofondo";0,426;0,356;0,4;0;0,449;0,37;0,415
"soluzione";0,513;0,426;0,01;0,483;0,513;0,417;0,483
"soldo";0,449;0,356;0,551;0,033;0,426;0,37;0,415
"sinceramente";0,513;0,426;0,468;0,483;0,513;0,417;0,007
"sgabello";0,449;0,075;0,4;0,415;0,449;0,063;0,415
"seguito";0,449;0,668;0,042;0,415;0,426;0,37;0,415
"segno";0,004;0,426;0,354;0,483;0,513;0,44;0,483
"sconto";0,426;0,356;0,042;0,51;0,449;0,37;0,415
"sbrigativo";0,513;0,449;0,468;0,483;0,004;0,44;0,483
"salvo";0,449;0,356;0,551;0,415;0,449;0,63;0,033
"salto";0,513;0,449;0,468;0,483;0,257;0,44;0,321
"rumoroso";0,513;0,449;0,468;0,321;0,513;0,417;0,483
"ripassata";0,513;0,426;0,468;0,483;0,004;0,417;0,483
"puntuale";0,004;0,426;0,468;0,483;0,513;0,44;0,321
"pulito";0,257;0,449;0,468;0,483;0,513;0,417;0,483
"principale";0,426;0,356;0,001;0,415;0,449;0,37;0,415
"posizione";0,019;0,356;0,042;0,415;0,449;0,37;0,415
"porcino";0,004;0,426;0,468;0,483;0,513;0,417;0,483
"pera";0,257;0,426;0,468;0,007;0,513;0,44;0,483
"passione";0,513;0,021;0,468;0,483;0,513;0,417;0,483
"passabile";0,449;0,356;0,551;0,51;0,019;0,37;0,415
"partita";0,449;0,356;0,4;0,51;0,426;0,63;0,51
"parete";0,449;0,668;0,551;0,51;0,426;0,37;0,415
"occhio";0,449;0,668;0,4;0,51;0,449;0,63;0,51
"nero";0,426;0,668;0,4;0,51;0,426;0,37;0,415
"negativo";0,513;0,426;0,354;0,321;0,257;0,44;0,483
"modesto";0,004;0,426;0,468;0,321;0,513;0,44;0,483
"mignon";0,449;0,356;0,4;0,415;0,449;0,63;0
"meraviglioso";0,426;0,356;0,4;0,51;0,449;0,063;0,415
"menta";0,257;0,426;0,468;0,321;0,257;0,44;0,483
"maritozzo";0,449;0,356;0,551;0,415;0,449;0,37;0
"mani|mano";0,513;0,449;0,354;0,483;0,513;0,44;0,321
"lontano";0,449;0,356;0,4;0,033;0,449;0,063;0,415
"limitato";0,426;0,356;0,551;0,415;0,426;0,63;0,415
"libero";0,513;0,426;0,354;0,483;0,257;0,417;0,483
"legno";0,449;0,356;0,551;0;0,449;0,37;0,415
"legna";0,426;0,668;0,4;0,415;0,426;0,63;0,415
"latta|latte";0,513;0,449;0,468;0,483;0,513;0,44;0,007
"largo";0,426;0,668;0,551;0,415;0,449;0,37;0,51
"intero";0,257;0,449;0,468;0,483;0,513;0,417;0,483
"insipido";0,426;0,356;0,4;0,51;0,426;0,37;0,51
"innovativo";0,513;0,426;0,354;0,483;0,257;0,44;0,321
"grana";0,513;0,426;0,354;0,483;0,513;0,017;0,483
"giudizio";0,426;0,356;0,551;0,415;0,426;0,63;0,415
"giudeo";0;0,426;0,468;0,483;0,513;0,44;0,483
"giornata";0,449;0,075;0,4;0,415;0,426;0,37;0,51
"genere";0,019;0,356;0,4;0,415;0,426;0,63;0,415
"fretta";0,004;0,426;0,468;0,483;0,257;0,44;0,483
"freschezza";0,449;0,075;0,551;0,415;0,449;0,37;0,51
"forma";0,019;0,668;0,4;0,415;0,449;0,37;0,51
"filo";0,257;0,426;0,354;0,321;0,513;0,44;0,483
"fettuccina";0;0,426;0,468;0,483;0,513;0,44;0,483
"evento";0,426;0,356;0,042;0,51;0,449;0,37;0,415
"estremamente";0,449;0,356;0,551;0,51;0,449;0,063;0,415
"essenziale";0,426;0,668;0,4;0,51;0,449;0,63;0,415
"enorme";0,449;0,356;0,551;0,415;0,426;0,063;0,415
"duro";0,426;0,356;0,551;0,51;0,449;0,37;0,51
"direttore";0,449;0,356;0;0,415;0,449;0,37;0,415
"digeribile";0,513;0,426;0,468;0,483;0,513;0;0,483
"delusione";0,019;0,356;0,551;0,415;0,426;0,37;0,415
"culinario";0,257;0,426;0,354;0,321;0,513;0,44;0,483
"crostino";0,257;0,426;0,468;0,483;0,513;0,417;0,321
"creativo";0,513;0,426;0,354;0,483;0,257;0,44;0,321
"consistenza";0,513;0,021;0,354;0,483;0,513;0,44;0,483
"competenza";0,426;0,668;0,042;0,415;0,449;0,37;0,415
"competente";0,019;0,356;0,551;0,51;0,449;0,37;0,415
"compagno";0,513;0,426;0,01;0,483;0,513;0,417;0,483
"comodo";0,513;0,426;0,354;0,483;0,513;0,417;0,321
"caratteristico";0,426;0,668;0,4;0,415;0,019;0,37;0,415
"calma";0,257;0,426;0,468;0,321;0,513;0,44;0,321
"caffetteria";0,513;0,426;0,354;0,321;0,513;0,44;0,321
"bucatino";0,426;0,356;0,4;0,51;0,019;0,37;0,415
"box";0,449;0,075;0,4;0,415;0,449;0,63;0,51
"bocca";0,257;0,449;0,468;0,483;0,513;0,417;0,483
"biologico";0,513;0,021;0,468;0,321;0,513;0,44;0,483
"bimbo";0,257;0,426;0,468;0,483;0,257;0,417;0,483
"benvenuto";0;0,356;0,4;0,415;0,426;0,37;0,415
"avocado";0,449;0,075;0,551;0,51;0,449;0,37;0,415
"arte";0,426;0,668;0,4;0,51;0,426;0,37;0,415
"alimento";0,019;0,356;0,4;0,51;0,449;0,63;0,415
"abbinamento";0,426;0,356;0,4;0,415;0,426;0,63;0,51
"zucchina";0,257;0,449;0,468;0,483;0,513;0,417;0,483
"zucchero";0,513;0,426;0,468;0,483;0,513;0,44;0
"vittoria";0,257;0,449;0,468;0,483;0,513;0,417;0,483
"viola";0,257;0,449;0,468;0,483;0,257;0,44;0,483
"verde";0,513;0,426;0,468;0,321;0,513;0,417;0,321
"verace";0,257;0,426;0,468;0,483;0,513;0,017;0,483
"vendita";0,513;0,449;0,468;0,321;0,513;0,44;0,321
"variegato";0,257;0,426;0,468;0,483;0,257;0,44;0,321
"variante";0,257;0,021;0,468;0,483;0,513;0,44;0,483
"urlo";0,513;0,426;0,468;0,483;0,257;0,44;0,007
"umido";0,513;0,426;0,354;0,321;0,257;0,44;0,483
"tessera";0,513;0,426;0,354;0,321;0,257;0,44;0,483
"terrazza|terrazzo";0,257;0,426;0,354;0,321;0,513;0,44;0,483
"tendenza";0,257;0,426;0,01;0,483;0,513;0,44;0,483
"tappa";0,513;0,426;0,468;0,321;0,513;0,44;0,007
"tantino";0,257;0,426;0,354;0,321;0,513;0,44;0,483
"svariato";0,513;0;0,468;0,483;0,513;0,44;0,483
"surgelato";0,513;0,426;0,354;0,483;0,513;0,417;0,321
"strapieno";0,513;0,426;0,468;0,483;0,004;0,417;0,483
"strano";0,513;0,449;0,468;0,007;0,513;0,44;0,483
"stagione";0,513;0,449;0,354;0,483;0,257;0,44;0,483
"spesa";0,513;0,449;0,468;0,321;0,513;0,44;0,321
"sosta";0,513;0,021;0,468;0,483;0,513;0,417;0,483
"sollecito";0,257;0,426;0,354;0,321;0,513;0,44;0,483
"sincero";0,257;0,449;0,468;0,321;0,513;0,44;0,483
"sgradevole";0,513;0,426;0,468;0,007;0,513;0,44;0,321
"senso";0,513;0,021;0,468;0,321;0,513;0,44;0,483
"semplicità";0,257;0,426;0,468;0,483;0,513;0,017;0,483
"seme";0,513;0,449;0,354;0,483;0,513;0,417;0,483
"seduta";0,513;0,426;0,354;0,483;0,513;0,417;0,321
"scortesia";0,513;0,426;0,01;0,483;0,513;0,44;0,321
"scortese";0,004;0,426;0,354;0,483;0,513;0,44;0,483
"scomodo";0,513;0,426;0,01;0,483;0,513;0,417;0,483
"saluto";0,513;0,449;0,468;0,483;0,257;0,44;0,321
"romantico";0,513;0,426;0,01;0,483;0,513;0,44;0,321
"roba";0,513;0,449;0,468;0,483;0,513;0,417;0,321
"ristoro";0,513;0;0,468;0,483;0,513;0,44;0,483
"ristoratore";0,513;0,426;0,468;0,483;0,004;0,44;0,321
"recente";0,257;0,449;0,468;0,483;0,513;0,417;0,483
"raramente";0,257;0,426;0,01;0,483;0,513;0,44;0,483
"piramide";0,513;0,426;0,354;0,483;0,004;0,44;0,483
"pienamente";0,513;0,426;0,468;0,321;0,257;0,417;0,483
"piacimento";0,513;0;0,468;0,483;0,513;0,44;0,483
"petto";0,513;0,426;0,468;0,483;0,004;0,44;0,321
"perplesso";0,513;0,449;0,468;0,321;0,257;0,44;0,483
"peggiore";0,257;0,426;0,354;0,483;0,513;0,44;0,321
"pagamento";0,513;0,021;0,468;0,321;0,513;0,44;0,483
"oro";0,257;0,449;0,354;0,483;0,513;0,44;0,483
"ombra";0,513;0,426;0,468;0,321;0,257;0,417;0,483
"numero";0,513;0,426;0,354;0,483;0,257;0,417;0,483
"notturno";0,513;0,426;0,468;0,321;0,513;0,017;0,483
"nonna|nonno";0,513;0,426;0,468;0,483;0,513;0,417;0,007
"noce";0,513;0,449;0,468;0,321;0,513;0,44;0,321
"nocciola";0,513;0,426;0,468;0,483;0,257;0,44;0,007
"nipote";0,513;0,426;0,468;0,321;0,513;0,417;0,321
"muro";0,513;0,426;0,354;0,321;0,257;0,44;0,483
"motivo";0,513;0,426;0,468;0,483;0,004;0,44;0,321
"morale";0,513;0,426;0,354;0,483;0,257;0,44;0,321
"mondo";0,513;0,449;0,468;0,007;0,513;0,44;0,483
"moda";0,513;0,426;0,468;0,321;0,257;0,417;0,483
"mezza|mezzo";0,513;0,449;0,354;0,483;0,513;0,417;0,483
"mancanza";0,257;0,426;0,354;0,483;0,513;0,417;0,483
"lievitazione";0,513;0,449;0,468;0,483;0,513;0,017;0,483
"inutile";0,257;0,449;0,468;0,483;0,513;0,44;0,321
"inglese";0,257;0,426;0,354;0,483;0,257;0,44;0,483
"immangiabile";0,257;0,426;0,354;0,483;0,513;0,417;0,483
"hotel";0,257;0,449;0,468;0,483;0,513;0,417;0,483
"garanzia";0,513;0,426;0,354;0,321;0,257;0,44;0,483
"frutto";0,257;0,426;0,354;0,483;0,257;0,44;0,483
"frequentatore";0,513;0,449;0,468;0,321;0,257;0,44;0,483
"fragola";0,513;0,021;0,468;0,483;0,513;0,44;0,321
"fondente";0,257;0,426;0,468;0,483;0,513;0,44;0,007
"fermata|fermato";0,257;0,426;0,468;0,483;0,513;0,017;0,483
"favola";0,257;0,426;0,468;0,321;0,257;0,44;0,483
"fame";0,513;0,426;0,468;0,007;0,257;0,44;0,483
"fagiolo";0,257;0,426;0,468;0,483;0,257;0,44;0,321
"faccia";0,513;0,449;0,354;0,483;0,513;0,44;0,321
"esclusivamente";0,513;0,449;0,01;0,483;0,513;0,44;0,483
"dubbio";0,257;0,426;0,468;0,321;0,513;0,44;0,321
"domanda";0,513;0,426;0,354;0,483;0,257;0,44;0,321
"diretto";0,513;0,426;0,354;0,321;0,513;0,417;0,483
"direttamente";0,513;0,449;0,354;0,483;0,513;0,417;0,483
"differenza";0,257;0,449;0,468;0,483;0,513;0,44;0,321
"delicato";0,257;0,426;0,468;0,321;0,513;0,417;0,483
"critica";0,257;0,426;0,354;0,483;0,513;0,44;0,321
"crema|creme";0,513;0,426;0,468;0,483;0,513;0,44;0
"cotta";0,257;0,449;0,468;0,483;0,257;0,44;0,483
"costoso";0,513;0,449;0,468;0,321;0,257;0,44;0,483
"contesto";0,257;0,426;0,354;0,321;0,513;0,44;0,483
"conduzione";0,513;0,449;0,468;0,483;0,257;0,417;0,483
"completo";0,257;0,449;0,354;0,483;0,513;0,44;0,483
"colpo";0,513;0,449;0,354;0,483;0,513;0,44;0,321
"coerente";0,513;0,021;0,354;0,483;0,513;0,44;0,483
"cittadino";0,513;0,449;0,354;0,483;0,513;0,417;0,483
"chiuso";0,513;0,426;0,468;0,483;0,513;0,017;0,321
"cartone";0,257;0,426;0,468;0,321;0,257;0,44;0,483
"brutto";0,513;0,426;0,01;0,483;0,257;0,44;0,483
"bomba";0,513;0,426;0,468;0,483;0,513;0,417;0,007
"bistecca";0,513;0,426;0,354;0,321;0,513;0,417;0,483
"assenza";0,257;0,449;0,468;0,483;0,257;0,44;0,483
"artistico";0,513;0,426;0,01;0,483;0,513;0,44;0,321
"arrosto";0,257;0,426;0,468;0,483;0,513;0,417;0,321
"arrivo";0,513;0,449;0,354;0,483;0,513;0,44;0,321
"apertura";0,513;0,426;0,354;0,483;0,513;0,017;0,483
"anziano";0,513;0,449;0,468;0,483;0,513;0,417;0,321
"amore";0,513;0,021;0,468;0,483;0,257;0,44;0,483
"allergico";0,513;0,426;0,01;0,483;0,257;0,44;0,483
"accompagnamento";0,513;0,449;0,468;0,007;0,513;0,44;0,483
"abituale";0,513;0,426;0,354;0,483;0,257;0,417;0,483
"abbordabile";0,513;0,021;0,468;0,483;0,513;0,44;0,321
"*RATING_2.8";0,595;0,518;0,154;0,568;0,099;0,53;0,568
"*RATING_4.8";0,246;0,178;0,756;0,807;0,918;0,149;0,212
"*RATING_3.2";0,586;0,3;0,101;0,683;0,586;0,314;0,361
"*RATING_4.6";0,886;0,292;0,087;0,124;0,123;0,056;0,098
"*RATING_3.4";0,731;0,254;0,012;0,315;0,731;0,268;0,836
"*RATING_4.2";0,018;0,969;0,834;0,144;0,667;0,433;0,764
"*RATING_2.2";0,257;0,426;0,354;0,483;0,257;0,44;0,483
"*RATING_4.25";0,708;0,027;0,678;0,688;0,708;0,658;0,688
"*RATING_3.8";0,34;0,67;0,197;0,212;0,34;0,664;0,448
"*RATING_4.4";0,667;0,397;0,516;0,039;0,174;0,092;0,562
"*RATING_3.6";0,31;0,84;0,979;0,001;0,862;0,23;0,275
"*RATING_3";0,246;0,157;0,099;0,807;0,34;0,615;0,807
"*RATING_2";0,595;0,518;0,154;0,568;0,595;0,53;0,135
"*RATING_5";0,195;0,075;0,15;0,164;0,195;0,3;0,023
"*RATING_4";0,109;0,346;0,15;0,634;0,195;0,126;0,023
"*RATING_2.6";0,449;0,356;0,551;0,415;0;0,37;0,415
