"";"banalfreq";"X.RATING_1.2";"X.RATING_1.8";"X.RATING_2";"X.RATING_2.2";"X.RATING_2.4";"X.RATING_2.6";"X.RATING_2.8";"X.RATING_3";"X.RATING_3.2";"X.RATING_3.4";"X.RATING_3.6";"X.RATING_3.8";"X.RATING_4";"X.RATING_4.2";"X.RATING_4.25";"X.RATING_4.33";"X.RATING_4.4";"X.RATING_4.5";"X.RATING_4.6";"X.RATING_4.75";"X.RATING_4.8";"X.RATING_5"
"possibilità";18;1,0451;-0,0425;-0,0932;-0,2479;-0,0331;-0,2576;-0,2169;-0,564;-0,4613;-0,3119;0,6391;0,4963;-0,2237;-0,1811;-0,0511;-0,0187;0,781;-0,0151;0,7145;-0,0252;0,3951;-0,5848
"simpatico";52;-0,1187;-0,1229;-0,2695;-0,7174;-0,0957;-0,3061;-0,2351;-0,9411;0,4592;-0,4076;-0,2941;-0,2391;-1,0664;0,6181;1,3466;-0,0541;0,3522;-0,0437;0,4552;0,8115;0,697;0,7721
"assaggio";10;-0,0228;-0,0236;-0,0517;-0,1377;-0,0184;-0,143;-0,1204;-0,3132;-0,2562;-0,1732;0,3933;-0,2854;-0,3437;-0,1679;-0,0284;-0,0104;1,6084;-0,0084;0,4262;-0,014;0,761;-0,3248
"vegetariano";10;-0,0228;-0,0236;-0,0517;1,4318;-0,0184;-0,143;-0,1204;-0,3132;0,3511;0,4829;-0,225;0,8878;-0,3437;-0,1679;-0,0284;-0,0104;0,4609;-0,0084;-0,204;-0,014;-0,3437;-0,3248
"accoglienza";18;-0,041;-0,0425;-0,0932;-0,2479;-0,0331;0,3493;-0,2169;0,4446;1,0953;-0,3119;-0,4051;0,4963;-0,6189;-0,9523;-0,0511;-0,0187;-0,204;-0,0151;1,1474;-0,0252;-0,6189;0,8677
"cordialità";11;-0,0251;-0,0259;-0,0569;-0,1515;-0,0202;-0,1574;-0,1325;-0,3445;-0,2818;-0,1906;0,3621;0,2884;0,2356;-0,5817;-0,0312;-0,0114;0,4067;-0,0092;0,3739;-0,0154;1,3409;0,2512
"basso";14;-0,0319;-0,033;-0,0724;-0,1928;1,2401;0,4324;-0,1687;0,1967;-0,3587;1,8055;0,2875;0,6529;0,5393;-0,2911;-0,0398;-0,0145;-0,7854;-0,0117;-0,8371;-0,0196;-0,148;-0,135
"gentilezza";20;-0,0456;-0,0472;-0,1035;-0,2755;-0,0368;-0,2862;-0,241;-0,6267;-0,1668;0,7377;-0,1353;-0,5711;-0,6878;0,7223;-0,0568;-0,0208;-1,1224;-0,0168;0,9825;-0,028;1,2178;0,7674
"sera";46;-0,105;-0,1087;0,3743;1,264;-0,0847;0,3548;0,4442;0,6704;1,338;-0,7982;0,6968;-0,6985;-0,5093;-0,2475;0,5848;-0,0478;0,3101;-0,0386;-1,27;-0,0644;-0,2737;-0,4604
"vasto";10;-0,0228;-0,0236;-0,0517;-0,1377;-0,0184;-0,143;-0,1204;-0,3132;0,3511;0,4829;-0,225;-0,2854;-0,3437;-0,5288;-0,0284;-0,0104;1,6084;-0,0084;0,4262;-0,014;0,2622;0,2785
"sala";17;-0,0387;-0,0401;-0,088;-0,2342;-0,0312;-0,2433;1,1114;0,4772;1,1563;-0,2946;0,6765;-0,4854;0,4262;-0,3936;-0,0483;1,3999;-0,1804;-0,0142;-0,4711;-0,0238;-0,204;-0,5523
"bicchiere";12;-0,0273;-0,0283;-0,0621;-0,1653;-0,0221;-0,1717;0,548;-0,3759;0,2947;-0,2079;0,3344;0,2631;0,2124;-0,6347;1,1222;-0,0125;1,3215;-0,0101;-0,2746;-0,0168;0,2124;-0,3898
"calice";10;-0,0228;-0,0236;-0,0517;0,5659;-0,0184;1,4019;-0,1204;-0,3132;-0,2562;-0,1732;0,3933;-0,2854;-0,3437;0,4939;-0,0284;-0,0104;0,4609;-0,0084;-0,204;-0,014;0,2622;-0,3248
"crudo";13;-0,0296;-0,0307;0,8432;-0,179;-0,0239;1,1906;-0,1566;0,2158;-0,3331;-0,2252;-0,2925;0,7023;0,192;-0,2587;-0,0369;-0,0135;-0,7293;-0,0109;-0,3119;-0,0182;1,151;0,2064
"proposta";16;-0,0365;-0,0377;-0,0828;-0,2204;-0,0294;-0,2289;-0,1928;0,5128;-0,41;0,3262;0,7169;-0,1371;-0,5501;-0,3587;-0,0454;-0,0166;0,2262;-0,0134;0,8528;-0,0224;0,9318;-0,5198
"familiare";15;-0,0342;-0,0354;-0,0776;-0,2066;-0,0276;-0,2146;-0,1807;-0,4699;-0,3843;-0,2599;0,2673;0,2028;-0,1661;-0,7934;-0,0426;-0,0156;0,5685;-0,0126;0,9336;-0,021;0,4978;1,0531
"giro";16;-0,0365;-0,0377;-0,0828;-0,2204;-0,0294;0,3875;1,158;0,5128;-0,41;0,894;0,2491;-0,1371;-0,1848;0,2502;-0,0454;-0,0166;-0,8977;-0,0134;-0,9568;-0,0224;-0,1848;0,9858
"primo";146;-0,3347;-0,3465;-0,3172;-0,2845;-0,27;-0,8439;-0,3655;0,3596;0,4872;0,2931;-0,8742;0,8628;-1,184;1,3632;-0,4172;-0,1525;0,2959;-0,1231;0,7567;-0,2053;-1,184;0,9855
"cordiale";34;-0,0775;-0,0803;0,4771;-0,4687;-0,0625;-0,4869;-0,41;-0,5159;-0,3846;-0,5896;0,6113;-0,1996;0,59;0,4568;0,7;-0,0353;-0,4015;-0,0285;0,3487;-0,0476;-0,2874;1,488
"collega";17;-0,0387;-0,0401;-0,088;-0,2342;-0,0312;0,3677;1,9849;-0,1761;-0,4356;-0,2946;-0,3826;0,5304;-0,5845;0,2248;-0,0483;1,3999;0,849;1,4911;-0,2052;-0,0238;-0,5845;-0,5523
"carbonaro";46;-0,105;-0,1087;-0,2384;1,8604;-0,0847;1,2156;-0,555;0,3991;0,3054;-0,7982;-0,2306;0,4747;-1,5838;1,4848;-0,1308;-0,0478;-0,2921;-0,0386;-0,8526;-0,0644;-0,2737;-0,2405
"originale";16;-0,0365;-0,0377;-0,0828;-0,2204;-0,0294;-0,2289;0,4456;-0,5013;0,214;0,894;-0,3601;-0,4568;-0,1848;0,5604;-0,0454;-0,0166;0,2262;-0,0134;-0,18;-0,0224;-0,1848;0,9858
"punto";19;-0,0433;-0,0448;-0,0983;0,3442;-0,0349;-0,2719;-0,2289;0,8485;-0,1533;0,2745;0,2031;0,465;-0,6533;-0,4657;-0,054;-0,0197;-1,0662;-0,0159;1,5614;-0,0266;0,3668;-0,2234
"particolare";20;-0,0456;-0,0472;-0,1035;-0,2755;-0,0368;0,8674;0,3707;-0,6267;-0,5126;0,2598;-0,4502;-0,1981;-0,6878;1,6769;-0,0568;-0,0208;1,0696;-0,0168;0,3149;-0,028;-0,2646;-0,6499
"ambiente";50;-0,1141;-0,1181;-0,2591;-0,6898;-0,092;-0,7166;-0,6034;-0,2695;0,4936;-0,3844;-0,2723;-0,2176;-0,5913;1,2638;-0,1422;-0,052;-0,224;-0,042;0,9957;-0,07;0,4802;0,3097
"disponibile";51;-0,1164;-0,1205;0,9137;-0,7036;-0,0939;-0,2971;-0,228;-0,2823;-0,3619;-0,396;0,3197;-0,4412;1,0472;-0,3352;-0,1451;-0,053;-0,2394;-0,0428;-0,291;0,8193;0,4604;0,8001
"storico";12;-0,0273;-0,0283;-0,0621;-0,1653;-0,0221;0,4861;0,548;0,2372;-0,3074;-0,2079;-0,27;0,2631;1,2405;-0,2273;-0,0341;-0,0125;-0,249;-0,0101;-0,7174;-0,0168;0,2124;0,6729
"avviso";10;-0,0228;-0,0236;-0,0517;-0,1377;-0,0184;0,5519;-0,1204;0,8237;0,9643;-0,1732;-0,225;0,8878;-0,3437;-0,5288;-0,0284;-0,0104;0,4609;-0,0084;-0,204;-0,014;-0,3437;-0,3248
"rustico";12;-0,0273;-0,0283;-0,0621;-0,1653;-0,0221;-0,1717;-0,1446;-0,3759;-0,3074;0,4198;0,3344;0,2631;0,2124;0,3899;-0,0341;-0,0125;-0,249;-0,0101;1,24;-0,0168;0,2124;-0,3898
"baccalà";14;-0,0319;-0,033;-0,0724;-0,1928;-0,0257;-0,2003;-0,1687;0,1967;-0,3587;-0,2426;0,2875;1,2591;1,0706;-0,2911;-0,0398;-0,0145;-0,7854;-0,0117;0,2568;-0,0196;1,0706;-0,4548
"diverso";36;-0,0821;-0,085;-0,1865;0,9954;-0,0662;-0,1714;-0,4341;0,3354;1,8125;-0,2318;-0,3456;-0,4906;-0,6397;0,4012;-0,1023;-0,0374;-0,4553;-0,0302;-0,3012;-0,0504;-0,3215;0,9444
"pepe";51;0,6287;-0,1205;-0,2643;1,1305;-0,0939;0,6414;-0,228;-0,9164;0,4761;-0,8852;-0,2832;0,987;-0,6123;0,9083;-0,1451;-0,053;-0,3921;-0,0428;-0,291;-0,0714;0,4604;-0,555
"porzione";27;-0,0616;-0,0637;-0,1398;0,6873;-0,0497;1,2556;-0,3255;0,2447;-0,6922;-0,1457;0,3995;0,2844;0,4707;-0,4115;-0,0767;-0,028;1,0012;-0,0226;-0,5128;-0,0378;-0,1793;-0,8776
"medio";40;-0,0913;-0,0945;-0,2072;-0,1912;-0,0736;0,4277;0,5241;-0,331;0,7122;0,3305;0,8503;-0,5721;1,0981;-0,5058;-0,1137;-0,0416;0,266;-0,0336;-0,2294;-0,056;-0,1955;-1,301
"carciofo";51;-0,1164;-0,1205;-0,2643;-0,2803;-0,0939;0,305;-0,6155;-0,5207;0,4761;-0,396;0,9463;0,6535;0,2597;1,9575;-0,1451;-0,053;0,3729;-0,0428;0,3113;-0,0714;-1,7564;-0,9625
"personale";145;-0,3324;-0,3441;0,2886;-1,2509;0,3366;-0,517;-0,6246;0,3687;0,681;-0,3032;0,3469;-0,7525;0,6723;0,5201;-0,4143;-0,1514;-0,2955;-0,1223;0,7783;-0,2039;-0,346;0,454
"proprio";40;-0,0913;-0,0945;1,0913;0,4484;-0,0736;-0,2031;-0,4825;-0,6524;-0,2245;0,3305;-0,1729;0,6053;-0,1955;0,3093;0,6375;-0,0416;0,6903;-0,0336;-0,2294;-0,056;-0,1955;-1,301
"secondo";46;0,6681;-0,1087;0,3743;-0,2387;-0,0847;-0,2532;-0,1935;-0,2211;0,9171;0,2662;-0,2306;0,2463;-0,5093;0,3621;-0,1308;-0,0478;0,4945;-0,0386;0,4221;-0,0644;-0,5093;-0,4604
"acqua";20;-0,0456;-0,0472;0,6735;0,894;-0,0368;-0,2862;0,3707;-0,2291;-0,1668;-0,3466;0,5724;-0,1981;0,7182;-0,2265;-0,0568;-0,0208;-0,2543;-0,0168;-0,599;-0,028;0,3408;-0,2424
"rosso";15;-0,0342;-0,0354;-0,0776;-0,2066;-0,0276;1,0798;0,468;0,552;-0,3843;-0,2599;-0,3375;0,2028;0,4978;1,0775;-0,0426;-0,0156;0,2535;-0,0126;-0,8969;-0,021;-0,1661;-0,4873
"salato";19;-0,0433;-0,0448;-0,0983;-0,2617;-0,0349;0,3322;-0,2289;0,4147;0,5267;0,7727;-0,4276;-0,1823;1,2888;0,4272;-0,054;-0,0197;-0,5071;-0,0159;-0,5557;-0,0266;-0,2439;-0,2234
"quello_che";22;0,9624;-0,0519;-0,1139;0,8263;-0,0404;0,2876;-0,2651;0,3385;-0,1949;0,2333;1,6434;-0,2309;-0,3072;-1,1641;-0,0625;-0,0228;-1,2347;-0,0184;0,8442;-0,0308;-0,3072;0,3212
"rapido";13;-0,0296;-0,0307;-0,0673;-0,179;-0,0239;-0,186;-0,1566;-0,4072;0,2712;-0,2252;0,3097;0,7023;1,151;0,348;1,0889;-0,0135;0,3197;-0,0109;-0,3119;-0,0182;-0,4469;-0,4223
"romanesco";12;-0,0273;-0,0283;-0,0621;-0,1653;-0,0221;-0,1717;-0,1446;-0,3759;-0,3074;-0,2079;-0,27;0,7571;-0,4125;1,3984;-0,0341;-0,0125;-0,249;-0,0101;0,3291;-0,0168;0,637;0,2274
"famoso";10;-0,0228;-0,0236;-0,0517;-0,1377;-0,0184;-0,143;-0,1204;0,2892;0,3511;-0,1732;-0,225;0,3172;-0,3437;-0,1679;-0,0284;-0,0104;0,9548;-0,0084;-0,204;-0,014;0,2622;0,2785
"all";67;-0,153;-0,1584;-0,3475;0,4583;-0,1234;-0,2007;0,2591;-0,5147;0,2681;0,9185;1,2908;-0,2393;1,5351;-0,4685;0,4492;-0,0697;-0,2398;-0,0563;-0,9093;-0,0939;-0,6202;-0,332
"casa";52;-0,1187;-0,1229;-0,2695;-0,7174;-0,0957;-0,7453;-0,6276;1,174;0,2375;1,2878;-0,595;-1,4872;0,2474;0,4129;-0,1479;-0,0541;0,5365;-0,0437;0,9083;-0,0728;-0,3622;0,2828
"vero";23;-0,0524;0,93;-0,1191;0,2857;-0,0423;-0,3292;0,3262;-0,2858;-0,5895;-0,3987;0,4886;1,2623;0,2747;-0,6168;0,8548;-0,0239;0,268;-0,0193;-0,3791;-0,0322;0,2747;0,3001
"sicuro";10;-0,0228;-0,0236;-0,0517;-0,1377;-0,0184;-0,143;-0,1204;1,556;-0,2562;0,4829;0,3933;0,3172;-0,3437;-0,5288;-0,0284;-0,0104;-0,1845;-0,0084;-0,204;-0,014;0,761;-0,3248
"leggero";22;-0,0501;-0,0519;-0,1139;-0,3031;-0,0404;-0,3149;0,3402;0,712;-0,5639;0,2333;-0,1585;-0,6283;-0,7566;-0,5782;-0,0625;-0,0228;0,9262;-0,0184;0,5071;-0,0308;0,295;1,1599
"perfetto";15;-0,0342;-0,0354;-0,0776;-0,2066;-0,0276;-0,2146;-0,1807;-0,143;-0,3843;-0,2599;0,761;1,1825;-0,5157;0,2788;-0,0426;-0,0156;0,5685;-0,0126;-0,3896;-0,021;0,4978;-0,1517
"festa";10;-0,0228;-0,0236;-0,0517;-0,1377;-0,0184;-0,143;0,6158;0,8237;0,9643;-0,1732;-0,225;-0,2854;-0,3437;-0,5288;-0,0284;-0,0104;0,4609;-0,0084;-0,5978;-0,014;-0,3437;1,5161
"grande";58;-0,1324;-0,1371;-0,3007;-0,3414;-0,1068;-0,3614;0,3246;-1,8207;-0,2414;0,72;0,7761;-0,9638;0,826;-0,4771;-0,1651;-0,0603;-0,5524;-0,0487;-0,2786;-0,0812;1,5234;1,2609
"conto";37;0,753;0,7394;-0,1916;1,5632;-0,0681;1,5113;-0,1358;-0,5833;0,7974;0,3693;-0,3602;0,3757;-0,6652;-0,4274;-0,1052;-0,0384;-0,4831;-0,031;-0,5499;-0,0518;-0,3391;0,2974
"pane";25;0,9101;-0,059;-0,1294;-0,3445;-0,046;0,2508;-0,3013;-0,3252;-0,6408;-0,4334;-0,1952;0,3204;0,2387;0,8216;-0,071;-0,026;0,4448;-0,021;1,035;-0,035;0,2387;-0,8125
"pronto";15;-0,0342;-0,0354;0,7861;-0,2066;-0,0276;-0,2146;-0,1807;0,552;-0,3843;-0,2599;-0,3375;-0,4283;-0,1661;-0,3245;-0,0426;-0,0156;-0,8416;-0,0126;1,462;-0,021;0,4978;1,0531
"pena";18;-0,041;-0,0425;-0,0932;-0,2479;-0,0331;0,3493;-0,2169;-0,564;-0,4613;0,2904;0,6391;-0,1668;0,8161;-0,4293;-0,0511;-0,0187;0,4262;-0,0151;-0,2315;-0,0252;0,3951;0,425
"vecchio";16;1,0941;-0,0377;-0,0828;0,4002;-0,0294;1,0309;-0,1928;-0,1593;-0,41;0,894;0,7169;-0,4568;-0,1848;0,2502;-0,0454;-0,0166;-0,3915;-0,0134;-0,9568;-0,0224;0,4602;-0,1688
"delizioso";23;-0,0524;-0,0543;-0,1191;-0,3169;1,0325;-0,3292;-0,2772;-0,7208;-0,5895;-0,3987;-0,1704;-0,6569;0,2747;-0,3013;-0,0653;-0,0239;0,268;-0,0193;0,7832;-0,0322;1,5721;1,1013
"idea";19;-0,0433;-0,0448;-0,0983;-0,2617;1,1119;-0,2719;-0,2289;-0,5953;1,0387;-0,3293;0,6045;-0,5426;-0,2439;-0,2034;-0,054;-0,0197;1,151;-0,0159;-0,259;-0,0266;-0,6533;0,8156
"nuovo";23;-0,0524;-0,0543;-0,1191;-0,3169;-0,0423;0,2746;0,3262;-0,2858;0,4174;-0,3987;0,9698;-0,2478;-0,329;-0,3013;-0,0653;1,2716;-0,3367;-0,0193;0,7832;-0,0322;0,597;-0,7474
"buono";290;-0,26;-0,6929;-0,4838;-0,3511;0,91;-0,5649;-0,3379;0,6694;0,3044;0,3354;0,5286;0,5245;-0,2586;0,4825;1,9447;-0,3049;-0,334;0,9729;-0,7004;0,6224;-0,6669;-0,4139
"luogo";14;-0,0319;-0,033;-0,0724;-0,1928;-0,0257;-0,2003;-0,1687;0,1967;0,2501;0,3686;0,8091;0,2207;-0,4813;0,3112;-0,0398;-0,0145;0,2844;-0,0117;-0,3503;1,356;0,5393;-0,4548
"veloce";57;-0,1301;-0,1347;0,3066;-0,3325;-0,105;-0,3521;-0,2713;0,2465;-0,4454;0,7385;0,2562;0,3058;0,8545;0,4852;-0,1622;-0,0593;-0,342;-0,0479;1,5789;-0,0798;-1,2063;-1,1191
"impeccabile";14;-0,0319;-0,033;-0,0724;-0,1928;-0,0257;0,4324;-0,1687;-0,4386;0,7225;-0,2426;0,8091;0,2207;0,5393;-0,2911;-0,0398;1,4828;-0,7854;-0,0117;0,5769;-0,0196;-0,148;-0,4548
"pieno";37;-0,0844;-0,0874;-0,1916;-0,5101;-0,0681;0,471;-0,4462;-0,2842;-0,4365;-0,242;-0,3602;-1,0575;0,2661;0,376;-0,1052;-0,0384;0,8147;-0,031;1,0265;0,9493;0,8337;-0,6142
"di_questo";11;-0,0251;1,2367;-0,0569;-0,1515;-0,0202;-0,1574;-0,1325;0,2615;0,3212;-0,1906;-0,2475;-0,314;0,6951;0,4381;-0,0312;-0,0114;-0,2161;-0,0092;-0,6576;-0,0154;1,3409;-0,3573
"nessuno";19;-0,0433;-0,0448;1,6811;-0,2617;-0,0349;0,9041;-0,2289;0,4147;1,0387;0,2745;-0,4276;-0,1823;0,3668;-1,0052;0,9323;-0,0197;-0,5071;-0,0159;-0,5557;-0,0266;0,3668;-0,2234
"certo";11;-0,0251;-0,0259;-0,0569;0,531;-0,0202;-0,1574;-0,1325;-0,3445;-0,2818;-0,1906;0,3621;0,2884;0,2356;0,4381;-0,0312;-0,0114;0,8557;-0,0092;-0,2386;-0,0154;-0,3781;0,2512
"impasto";14;-0,0319;-0,033;-0,0724;-0,1928;-0,0257;0,4324;-0,1687;-0,4386;-0,3587;-0,2426;-0,315;0,6529;-0,4813;-0,2911;-0,0398;-0,0145;1,1002;-0,0117;0,2568;-0,0196;-0,148;1,1271
"vino";87;-0,1989;-0,2059;0,5603;-0,3127;-0,1604;0,5071;1,4991;-1,2756;-0,9285;-0,8528;-0,259;-0,7263;-1,0263;0,5349;0,3615;-0,0906;1,8171;-0,0732;-0,2549;-0,122;1,1876;-0,4024
"professionalità";12;-0,0273;-0,0283;-0,0621;0,4996;-0,0221;-0,1717;-0,1446;-0,3759;0,2947;-0,2079;0,9204;-0,3426;0,2124;0,822;-0,0341;-0,0125;-0,6732;-0,0101;0,3291;-0,0168;-0,4125;0,6729
"anno";51;-0,1164;-0,1205;0,3411;0,673;-0,0939;0,305;-0,6155;0,8509;-0,6948;-0,8852;0,5925;-0,8073;-1,0388;1,9575;-0,1451;-0,053;-0,2394;-0,0428;-0,291;-0,0714;-1,7564;1,55
