"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"7";"***";"";""
"**";"classe";"1";"**";"";""
"****";"15";"123";"12.2";"****";""
" 6";" 7";" 85.71";"37.47";"abbacchio";"9.300336e-10"
"10";"22";" 45.45";"27.68";"tradizione";"1.433002e-07"
" 5";" 7";" 71.43";"24.32";"mare";"8.156180e-07"
"11";"29";" 37.93";"23.47";"antipasto";"1.267468e-06"
" 9";"21";" 42.86";"22.23";"carciofo";"2.413398e-06"
" 3";" 3";"100.00";"22.14";"giudeo";"2.534729e-06"
" 3";" 3";"100.00";"22.14";"fettuccina";"2.534729e-06"
" 9";"22";" 40.91";"20.63";"attento";"5.573159e-06"
" 6";"11";" 54.55";"20.23";"professionale";"6.851267e-06"
"13";"44";" 29.55";"19.26";"ristorante";"1.141105e-05"
"10";"29";" 34.48";"17.60";"eccellente";"2.720902e-05"
" 4";" 6";" 66.67";"17.48";"spaghetto";"2.905695e-05"
" 4";" 6";" 66.67";"17.48";"ricotta";"2.905695e-05"
" 7";"17";" 41.18";"15.47";"trattoria";"8.368274e-05"
" 3";" 4";" 75.00";"15.23";"tortino";"9.517900e-05"
" 3";" 4";" 75.00";"15.23";"benvenuto";"9.517900e-05"
" 4";" 7";" 57.14";"14.00";"rigatone";"1.824100e-04"
" 9";"28";" 32.14";"13.47";"pepe";"2.421907e-04"
"13";"53";" 24.53";"13.23";"romano";"2.756452e-04"
" 5";"11";" 45.45";"12.48";"pietanza";"4.113965e-04"
" 5";"11";" 45.45";"12.48";"vivo";"4.113965e-04"
"15";"74";" 20.27";"11.31";"servizio";"7.701040e-04"
" 3";" 5";" 60.00";"11.12";"turista";"8.525104e-04"
" 3";" 5";" 60.00";"11.12";"lista";"8.525104e-04"
" 3";" 5";" 60.00";"11.12";"luce";"8.525104e-04"
" 3";" 5";" 60.00";"11.12";"fantasia";"8.525104e-04"
"12";"50";" 24.00";"10.96";"cucina";"9.289723e-04"
"14";"66";" 21.21";"10.81";"primo";"1.007258e-03"
" 8";"26";" 30.77";"10.62";"cacio";"1.117330e-03"
" 8";"26";" 30.77";"10.62";"secondo";"1.117330e-03"
" 8";"26";" 30.77";"10.62";"menu";"1.117330e-03"
" 7";"21";" 33.33";"10.57";"classico";"1.151180e-03"
" 9";"32";" 28.12";"10.25";"vino";"1.366672e-03"
" 9";"32";" 28.12";"10.25";"cameriere";"1.366672e-03"
" 4";" 9";" 44.44";" 9.43";"offerta";"2.132938e-03"
"12";"55";" 21.82";" 8.60";"piatto";"3.354982e-03"
" 2";" 3";" 66.67";" 8.52";"segno";"3.511126e-03"
" 2";" 3";" 66.67";" 8.52";"puntuale";"3.511126e-03"
" 2";" 3";" 66.67";" 8.52";"porcino";"3.511126e-03"
" 2";" 3";" 66.67";" 8.52";"modesto";"3.511126e-03"
" 2";" 3";" 66.67";" 8.52";"fretta";"3.511126e-03"
" 2";" 3";" 66.67";" 8.52";"scortese";"3.511126e-03"
" 3";" 6";" 50.00";" 8.42";"romanesco";"3.713165e-03"
" 3";" 6";" 50.00";" 8.42";"porta";"3.713165e-03"
" 3";" 6";" 50.00";" 8.42";"conferma";"3.713165e-03"
" 3";" 6";" 50.00";" 8.42";"chef";"3.713165e-03"
" 8";"29";" 27.59";" 8.39";"tipico";"3.763016e-03"
" 5";"14";" 35.71";" 8.16";"ultimo";"4.279978e-03"
" 6";"20";" 30.00";" 7.07";"abbondante";"7.834845e-03"
" 3";" 7";" 42.86";" 6.52";"interessante";"1.068533e-02"
" 3";" 7";" 42.86";" 6.52";"passo";"1.068533e-02"
" 3";" 7";" 42.86";" 6.52";"leggermente";"1.068533e-02"
" 3";" 7";" 42.86";" 6.52";"famoso";"1.068533e-02"
" 6";"21";" 28.57";" 6.34";"carbonaro";"1.178875e-02"
" 5";"16";" 31.25";" 6.24";"peccato";"1.251355e-02"
" 7";"27";" 25.93";" 6.09";"pasta";"1.358763e-02"
" 6";"22";" 27.27";" 5.69";"diverso";"1.708045e-02"
" 4";"12";" 33.33";" 5.55";"attesa";"1.849390e-02"
" 2";" 4";" 50.00";" 5.52";"forte";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"gambero";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"morbido";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"dessert";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"posizione";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"genere";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"forma";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"delusione";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"competente";"1.881803e-02"
" 2";" 4";" 50.00";" 5.52";"alimento";"1.881803e-02"
" 3";" 8";" 37.50";" 5.12";"compleanno";"2.369487e-02"
" 7";"29";" 24.14";" 5.05";"menù";"2.456120e-02"
" 9";"43";" 20.93";" 4.71";"dolce";"2.996974e-02"
" 6";"24";" 25.00";" 4.57";"rapporto";"3.261436e-02"
"13";"77";" 16.88";" 4.23";"personale";"3.981418e-02"
" 3";" 9";" 33.33";" 4.05";"formaggio";"4.411782e-02"
" 3";" 9";" 33.33";" 4.05";"splendido";"4.411782e-02"
" 3";" 9";" 33.33";" 4.05";"scoperta";"4.411782e-02"
" 4";"14";" 28.57";" 3.96";"discreto";"4.668497e-02"
" 4";"14";" 28.57";" 3.96";"quartiere";"4.668497e-02"
" 2";" 5";" 40.00";" 3.76";"salume";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"teatro";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"pubblico";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"informale";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"caro";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"sublime";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"dettaglio";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"crostata";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"testa";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"spartano";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"ristorazione";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"pazzesco";"5.239955e-02"
" 2";" 5";" 40.00";" 3.76";"bisogno";"5.239955e-02"
" 5";"20";" 25.00";" 3.66";"migliore";"5.582871e-02"
" 3";"10";" 30.00";" 3.22";"originale";"7.263033e-02"
" 3";"10";" 30.00";" 3.22";"spazio";"7.263033e-02"
" 3";"10";" 30.00";" 3.22";"luogo";"7.263033e-02"
" 2";" 6";" 33.33";" 2.63";"richiesta";"1.047232e-01"
" 2";" 6";" 33.33";" 2.63";"amante";"1.047232e-01"
" 2";" 6";" 33.33";" 2.63";"stella";"1.047232e-01"
" 2";" 6";" 33.33";" 2.63";"efficiente";"1.047232e-01"
" 2";" 6";" 33.33";" 2.63";"aspetto";"1.047232e-01"
" 2";" 6";" 33.33";" 2.63";"aspettativa";"1.047232e-01"
" 2";" 6";" 33.33";" 2.63";"ricordo";"1.047232e-01"
" 2";" 6";" 33.33";" 2.63";"prosciutto";"1.047232e-01"
" 2";" 6";" 33.33";" 2.63";"cotto";"1.047232e-01"
"14";"95";" 14.74";" 2.52";"buono";"1.125675e-01"
" 4";"17";" 23.53";" 2.37";"semplice";"1.239537e-01"
" 4";"17";" 23.53";" 2.37";"vista";"1.239537e-01"
" 4";"17";" 23.53";" 2.37";"lungo";"1.239537e-01"
" 6";"30";" 20.00";" 2.26";"casa";"1.329940e-01"
" 3";"12";" 25.00";" 2.04";"squisito";"1.535981e-01"
" 3";"12";" 25.00";" 2.04";"tradizionale";"1.535981e-01"
" 3";"12";" 25.00";" 2.04";"croccante";"1.535981e-01"
" 3";"12";" 25.00";" 2.04";"sugo";"1.535981e-01"
"*****";"*";"*";"*";"*";"*"
" 2";" 4";"50.00";"5.52";"per_finire";"0.01881803"
" 2";" 4";"50.00";"5.52";"quelli_che";"0.01881803"
"15";"94";"15.96";"5.27";"l";"0.02169115"
" 2";" 5";"40.00";"3.76";"senz";"0.05239955"
" 3";"11";"27.27";"2.56";"dall";"0.10927200"
"*";"*";"*";"*";"*";"*"
"4";"12";"33.33";"5.55";"*RATING_4.2";"0.0184939"
"3";"11";"27.27";"2.56";"*RATING_4";"0.1092720"
"**";"classe";"2";"**";"";""
"****";"21";"123";"17.07";"****";""
"10";" 15";" 66.67";"29.68";"panino";"5.104970e-08"
" 3";"  3";"100.00";"14.94";"svariato";"1.112371e-04"
" 3";"  3";"100.00";"14.94";"ristoro";"1.112371e-04"
" 3";"  3";"100.00";"14.94";"piacimento";"1.112371e-04"
"12";" 30";" 40.00";"14.73";"ingrediente";"1.240132e-04"
" 6";" 10";" 60.00";"14.17";"onesto";"1.672870e-04"
" 8";" 16";" 50.00";"14.08";"mercato";"1.748069e-04"
" 7";" 16";" 43.75";" 9.24";"punto";"2.361569e-03"
" 7";" 17";" 41.18";" 8.09";"lungo";"4.439892e-03"
" 6";" 14";" 42.86";" 7.42";"fantastico";"6.456829e-03"
" 6";" 14";" 42.86";" 7.42";"vivamente";"6.456829e-03"
" 4";"  8";" 50.00";" 6.55";"rapido";"1.047539e-02"
"16";" 64";" 25.00";" 5.92";"consiglio";"1.495825e-02"
" 5";" 12";" 41.67";" 5.68";"bravo";"1.715344e-02"
" 5";" 12";" 41.67";" 5.68";"pasto";"1.715344e-02"
" 8";" 24";" 33.33";" 5.57";"proprio";"1.828863e-02"
" 8";" 24";" 33.33";" 5.57";"prodotto";"1.828863e-02"
" 7";" 20";" 35.00";" 5.42";"vero";"1.989366e-02"
" 6";" 16";" 37.50";" 5.42";"pena";"1.990242e-02"
" 2";"  3";" 66.67";" 5.34";"orario";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"affettato";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"supermercato";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"passione";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"consistenza";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"biologico";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"variante";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"sosta";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"senso";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"pagamento";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"fragola";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"coerente";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"amore";"2.082030e-02"
" 2";"  3";" 66.67";" 5.34";"abbordabile";"2.082030e-02"
"10";" 34";" 29.41";" 5.05";"gusto";"2.458882e-02"
" 3";"  6";" 50.00";" 4.83";"frutta";"2.796611e-02"
" 3";"  6";" 50.00";" 4.83";"personalmente";"2.796611e-02"
" 3";"  6";" 50.00";" 4.83";"momento";"2.796611e-02"
"10";" 35";" 28.57";" 4.57";"grande";"3.257073e-02"
" 4";" 10";" 40.00";" 4.04";"banco";"4.440344e-02"
" 4";" 10";" 40.00";" 4.04";"posto";"4.440344e-02"
" 8";" 27";" 29.63";" 3.85";"fresco";"4.967713e-02"
" 8";" 27";" 29.63";" 3.85";"caldo";"4.967713e-02"
" 6";" 19";" 31.58";" 3.34";"varietà";"6.762990e-02"
" 4";" 11";" 36.36";" 3.18";"sorpresa";"7.476912e-02"
" 4";" 11";" 36.36";" 3.18";"impasto";"7.476912e-02"
" 2";"  4";" 50.00";" 3.17";"torno";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"breve";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"sano";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"centrifugo";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"viaggio";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"sgabello";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"giornata";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"freschezza";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"box";"7.518711e-02"
" 2";"  4";" 50.00";" 3.17";"avocado";"7.518711e-02"
" 9";" 34";" 26.47";" 2.93";"simpatico";"8.689874e-02"
" 6";" 20";" 30.00";" 2.82";"migliore";"9.316287e-02"
"19";" 94";" 20.21";" 2.78";"prezzo";"9.570461e-02"
" 7";" 25";" 28.00";" 2.65";"birra";"1.038075e-01"
" 7";" 25";" 28.00";" 2.65";"gustoso";"1.038075e-01"
" 3";"  8";" 37.50";" 2.52";"cura";"1.122909e-01"
" 3";"  8";" 37.50";" 2.52";"consegna";"1.122909e-01"
" 3";"  8";" 37.50";" 2.52";"strada";"1.122909e-01"
" 3";"  8";" 37.50";" 2.52";"sottile";"1.122909e-01"
" 4";" 12";" 33.33";" 2.48";"squisito";"1.150712e-01"
" 6";" 21";" 28.57";" 2.36";"cordiale";"1.241065e-01"
"20";"104";" 19.23";" 2.21";"ottimo";"1.367911e-01"
" 5";" 17";" 29.41";" 2.12";"nuovo";"1.452779e-01"
"*****";"*";"*";"*";"*";"*"
"3";"6";"50";"4.83";"di_fronte";"0.02796611"
"*";"*";"*";"*";"*";"*"
"1";" 1";"100.00";"4.90";"*RATING_4.25";"0.02690409"
"4";"11";" 36.36";"3.18";"*RATING_5";"0.07476912"
"**";"classe";"3";"**";"";""
"****";"17";"123";"13.82";"****";""
" 5";" 6";"83.33";"25.59";"intimo";"4.225100e-07"
" 5";" 7";"71.43";"20.68";"raffinato";"5.427041e-06"
" 9";"20";"45.00";"19.49";"interno";"1.009805e-05"
" 7";"14";"50.00";"17.36";"staff";"3.091226e-05"
" 4";" 6";"66.67";"14.79";"elegante";"1.202270e-04"
" 4";" 6";"66.67";"14.79";"fisso";"1.202270e-04"
"13";"44";"29.55";"14.22";"ristorante";"1.625477e-04"
" 3";" 4";"75.00";"12.99";"sottofondo";"3.128229e-04"
" 3";" 4";"75.00";"12.99";"legno";"3.128229e-04"
" 9";"25";"36.00";"12.96";"gustoso";"3.184811e-04"
" 6";"13";"46.15";"12.76";"accoglienza";"3.544186e-04"
" 6";"13";"46.15";"12.76";"ricco";"3.544186e-04"
"11";"36";"30.56";"11.97";"carino";"5.416732e-04"
" 5";"10";"50.00";"11.96";"aperitivo";"5.430611e-04"
" 5";"10";"50.00";"11.96";"salso";"5.430611e-04"
" 5";"10";"50.00";"11.96";"misto";"5.430611e-04"
" 4";" 7";"57.14";"11.70";"vasto";"6.265763e-04"
" 6";"14";"42.86";"11.18";"idea";"8.257600e-04"
" 9";"27";"33.33";"11.06";"piacevole";"8.831899e-04"
"10";"32";"31.25";"11.03";"vino";"8.961025e-04"
" 7";"19";"36.84";"10.00";"musico";"1.566813e-03"
" 4";" 8";"50.00";" 9.40";"insalata";"2.166408e-03"
" 4";" 8";"50.00";" 9.40";"cura";"2.166408e-03"
" 3";" 5";"60.00";" 9.33";"tagliere";"2.252914e-03"
"10";"35";"28.57";" 8.94";"atmosfera";"2.795921e-03"
" 4";" 9";"44.44";" 7.65";"riso";"5.691608e-03"
" 4";" 9";"44.44";" 7.65";"amichevole";"5.691608e-03"
" 4";" 9";"44.44";" 7.65";"certo";"5.691608e-03"
" 4";" 9";"44.44";" 7.65";"coppia";"5.691608e-03"
" 2";" 3";"66.67";" 7.21";"messicano";"7.251071e-03"
" 2";" 3";"66.67";" 7.21";"coccio";"7.251071e-03"
" 2";" 3";"66.67";" 7.21";"musicista";"7.251071e-03"
" 2";" 3";"66.67";" 7.21";"pera";"7.251071e-03"
" 2";" 3";"66.67";" 7.21";"strano";"7.251071e-03"
" 2";" 3";"66.67";" 7.21";"sgradevole";"7.251071e-03"
" 2";" 3";"66.67";" 7.21";"mondo";"7.251071e-03"
" 2";" 3";"66.67";" 7.21";"fame";"7.251071e-03"
" 2";" 3";"66.67";" 7.21";"accompagnamento";"7.251071e-03"
" 8";"28";"28.57";" 6.62";"ambiente";"1.007207e-02"
" 4";"10";"40.00";" 6.26";"impeccabile";"1.232840e-02"
" 8";"30";"26.67";" 5.50";"medio";"1.905229e-02"
"12";"55";"21.82";" 5.34";"piatto";"2.082208e-02"
" 6";"20";"30.00";" 5.25";"carne";"2.196356e-02"
" 3";" 7";"42.86";" 5.25";"bruschetta";"2.189878e-02"
" 3";" 7";"42.86";" 5.25";"leggermente";"2.189878e-02"
" 3";" 7";"42.86";" 5.25";"complesso";"2.189878e-02"
" 7";"26";"26.92";" 4.75";"menu";"2.927229e-02"
" 6";"21";"28.57";" 4.63";"cordiale";"3.149575e-02"
" 6";"21";"28.57";" 4.63";"esperienza";"3.149575e-02"
" 2";" 4";"50.00";" 4.54";"concerto";"3.304541e-02"
" 2";" 4";"50.00";" 4.54";"impressione";"3.304541e-02"
" 2";" 4";"50.00";" 4.54";"ricetta";"3.304541e-02"
" 2";" 4";"50.00";" 4.54";"presentazione";"3.304541e-02"
" 2";" 4";"50.00";" 4.54";"cattivo";"3.304541e-02"
" 2";" 4";"50.00";" 4.54";"agio";"3.304541e-02"
" 2";" 4";"50.00";" 4.54";"struttura";"3.304541e-02"
" 2";" 4";"50.00";" 4.54";"soldo";"3.304541e-02"
" 2";" 4";"50.00";" 4.54";"lontano";"3.304541e-02"
" 9";"38";"23.68";" 4.49";"disponibile";"3.407238e-02"
" 4";"12";"33.33";" 4.25";"verdura";"3.924080e-02"
"16";"91";"17.58";" 4.15";"locale";"4.152300e-02"
" 5";"17";"29.41";" 4.03";"nuovo";"4.481465e-02"
" 3";" 8";"37.50";" 4.03";"bicchiere";"4.475468e-02"
" 3";" 8";"37.50";" 4.03";"visita";"4.475468e-02"
" 3";" 8";"37.50";" 4.03";"calice";"4.475468e-02"
" 3";" 8";"37.50";" 4.03";"sorridente";"4.475468e-02"
"10";"46";"21.74";" 3.87";"cena";"4.922262e-02"
" 4";"13";"30.77";" 3.51";"proposta";"6.116452e-02"
" 5";"18";"27.78";" 3.45";"delizioso";"6.331673e-02"
" 3";" 9";"33.33";" 3.10";"formaggio";"7.810404e-02"
" 3";" 9";"33.33";" 3.10";"scadente";"7.810404e-02"
" 3";" 9";"33.33";" 3.10";"biscotto";"7.810404e-02"
" 3";" 9";"33.33";" 3.10";"vegetariano";"7.810404e-02"
" 3";" 9";"33.33";" 3.10";"massimo";"7.810404e-02"
" 8";"36";"22.22";" 3.02";"tavolo";"8.245255e-02"
" 8";"36";"22.22";" 3.02";"bello";"8.245255e-02"
" 2";" 5";"40.00";" 3.00";"manzo";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"salume";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"presenza";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"informale";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"cece";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"caro";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"popolare";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"ingresso";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"pazzesco";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"parcheggio";"8.332530e-02"
" 2";" 5";"40.00";" 3.00";"impossibile";"8.332530e-02"
" 4";"14";"28.57";" 2.89";"carta";"8.936472e-02"
" 7";"31";"22.58";" 2.67";"serata";"1.022629e-01"
" 3";"10";"30.00";" 2.39";"focaccia";"1.219503e-01"
" 3";"10";"30.00";" 2.39";"speciale";"1.219503e-01"
" 3";"10";"30.00";" 2.39";"genuino";"1.219503e-01"
"13";"74";"17.57";" 2.19";"servizio";"1.390061e-01"
" 8";"39";"20.51";" 2.15";"veloce";"1.428559e-01"
" 2";" 6";"33.33";" 2.02";"bancone";"1.556260e-01"
" 2";" 6";"33.33";" 2.02";"amante";"1.556260e-01"
" 2";" 6";"33.33";" 2.02";"spaghetto";"1.556260e-01"
" 2";" 6";"33.33";" 2.02";"sedia";"1.556260e-01"
" 2";" 6";"33.33";" 2.02";"centro";"1.556260e-01"
" 2";" 6";"33.33";" 2.02";"cotto";"1.556260e-01"
" 2";" 6";"33.33";" 2.02";"arredo";"1.556260e-01"
" 2";" 6";"33.33";" 2.02";"arredamento";"1.556260e-01"
"*****";"*";"*";"*";"*";"*"
"12";"40";"30.00";"13.03";"all";"0.0003070617"
" 4";" 8";"50.00";" 9.40";"é";"0.0021664078"
" 5";"16";"31.25";" 4.69";"nell";"0.0303268344"
" 9";"41";"21.95";" 3.41";"in_questo";"0.0646896665"
" 6";"24";"25.00";" 3.13";"dell";"0.0769359909"
" 2";" 5";"40.00";" 3.00";"non_so";"0.0833253032"
" 2";" 6";"33.33";" 2.02";"in_particolare";"0.1556260016"
"*";"*";"*";"*";"*";"*"
"4";" 7";"57.14";"11.70";"*RATING_3.6";"0.0006265763"
"4";"12";"33.33";" 4.25";"*RATING_4.4";"0.0392407990"
"4";"15";"26.67";" 2.37";"*RATING_4.6";"0.1239536728"
"**";"classe";"4";"**";"";""
"****";"18";"123";"14.63";"****";""
" 6";" 7";" 85.71";"30.02";"cassa";"4.279267e-08"
" 9";"16";" 56.25";"25.50";"stile";"4.428251e-07"
"13";"31";" 41.94";"24.73";"serata";"6.600588e-07"
" 4";" 4";"100.00";"24.12";"giapponese";"9.062598e-07"
" 4";" 4";"100.00";"24.12";"direttore";"9.062598e-07"
" 5";" 6";" 83.33";"23.83";"italiano";"1.052353e-06"
" 9";"18";" 50.00";"21.11";"quantità";"4.334745e-06"
" 6";" 9";" 66.67";"21.04";"cocktail";"4.487130e-06"
" 8";"17";" 47.06";"16.60";"freddo";"4.611400e-05"
"14";"45";" 31.11";"15.42";"solo";"8.600541e-05"
" 4";" 6";" 66.67";"13.67";"favore";"2.179075e-04"
" 6";"12";" 50.00";"13.31";"prenotazione";"2.635544e-04"
" 3";" 4";" 75.00";"12.06";"principale";"5.151380e-04"
"12";"40";" 30.00";"11.20";"amico";"8.164876e-04"
" 4";" 7";" 57.14";"10.74";"bagno";"1.050615e-03"
" 9";"27";" 33.33";" 9.68";"piacevole";"1.860223e-03"
"10";"32";" 31.25";" 9.56";"cameriere";"1.989835e-03"
"10";"32";" 31.25";" 9.56";"cliente";"1.989835e-03"
" 7";"19";" 36.84";" 8.87";"musico";"2.896764e-03"
" 6";"15";" 40.00";" 8.80";"sabato";"3.014403e-03"
" 3";" 5";" 60.00";" 8.59";"buffet";"3.387249e-03"
" 3";" 5";" 60.00";" 8.59";"festa";"3.387249e-03"
" 3";" 5";" 60.00";" 8.59";"salmone";"3.387249e-03"
" 3";" 5";" 60.00";" 8.59";"preciso";"3.387249e-03"
" 3";" 5";" 60.00";" 8.59";"americano";"3.387249e-03"
" 3";" 5";" 60.00";" 8.59";"venerdì";"3.387249e-03"
" 3";" 5";" 60.00";" 8.59";"parcheggio";"3.387249e-03"
" 4";" 8";" 50.00";" 8.57";"domenica";"3.423656e-03"
" 4";" 8";" 50.00";" 8.57";"vuoto";"3.423656e-03"
" 4";" 8";" 50.00";" 8.57";"sfizioso";"3.423656e-03"
" 4";" 8";" 50.00";" 8.57";"preparazione";"3.423656e-03"
"11";"40";" 27.50";" 7.85";"sicuramente";"5.069736e-03"
" 5";"12";" 41.67";" 7.78";"attesa";"5.287744e-03"
" 5";"12";" 41.67";" 7.78";"ragazza|ragazzo";"5.287744e-03"
" 5";"12";" 41.67";" 7.78";"sala";"5.287744e-03"
"13";"53";" 24.53";" 7.30";"cibo";"6.904111e-03"
" 4";" 9";" 44.44";" 6.91";"livello";"8.583268e-03"
" 4";" 9";" 44.44";" 6.91";"scadente";"8.583268e-03"
" 6";"17";" 35.29";" 6.74";"pessimo";"9.427781e-03"
" 2";" 3";" 66.67";" 6.66";"drink";"9.837283e-03"
" 2";" 3";" 66.67";" 6.66";"tavolino";"9.837283e-03"
" 2";" 3";" 66.67";" 6.66";"spiegazione";"9.837283e-03"
" 2";" 3";" 66.67";" 6.66";"disponibilità";"9.837283e-03"
